email,status,date,items
user78@example.com,PAID,2023-04-13T12:00,PROD-266:2|PROD-471:3|PROD-84:3|PROD-284:2
user275@example.com,PAID,2023-11-17T16:00,PROD-271:1|PROD-610:3|PROD-281:1
user199@example.com,PAID,2024-10-29T16:00,PROD-570:2|PROD-1000:1|PROD-962:2|PROD-788:1
user415@example.com,PAID,2023-10-20T18:00,PROD-223:1|PROD-356:3|PROD-211:1
user398@example.com,PAID,2024-07-30T21:00,PROD-661:2|PROD-37:3|PROD-58:2
user216@example.com,CANCELLED,2023-01-13T13:00,PROD-194:3
user238@example.com,CANCELLED,2024-08-31T21:00,PROD-682:2
user386@example.com,PAID,2024-03-15T21:00,PROD-308:2|PROD-933:3
user383@example.com,CANCELLED,2024-06-01T12:00,PROD-311:2
user454@example.com,PAID,2023-05-15T11:00,PROD-661:2|PROD-280:1
user223@example.com,NEW,2023-03-22T17:00,PROD-14:2|PROD-645:1|PROD-976:2|PROD-935:3
user383@example.com,NEW,2024-05-15T13:00,PROD-121:1|PROD-628:1
user39@example.com,PAID,2023-01-29T17:00,PROD-271:2|PROD-984:1|PROD-758:1|PROD-593:3
user332@example.com,PAID,2023-08-02T13:00,PROD-196:3|PROD-9:2
user256@example.com,PAID,2024-11-29T18:00,PROD-18:1|PROD-244:3
user189@example.com,PAID,2024-12-26T21:00,PROD-50:3
user73@example.com,PAID,2023-08-03T15:00,PROD-504:3|PROD-675:2|PROD-525:1
user91@example.com,PAID,2024-11-09T15:00,PROD-267:2
user401@example.com,PAID,2024-10-16T18:00,PROD-30:3
user485@example.com,PAID,2024-09-09T16:00,PROD-203:2|PROD-970:1|PROD-298:2|PROD-661:3
user294@example.com,PAID,2023-11-04T18:00,PROD-886:2|PROD-361:3
user340@example.com,CANCELLED,2023-08-07T14:00,PROD-949:2|PROD-143:3
user433@example.com,PAID,2023-11-14T10:00,PROD-917:1|PROD-860:2|PROD-88:1|PROD-109:1
user67@example.com,NEW,2024-02-08T17:00,PROD-203:1|PROD-141:3|PROD-997:2
user35@example.com,NEW,2024-01-30T17:00,PROD-944:3|PROD-803:3|PROD-8:2|PROD-176:3
user25@example.com,NEW,2024-05-30T14:00,PROD-272:1|PROD-55:1|PROD-549:3|PROD-496:3
user95@example.com,PAID,2024-12-01T19:00,PROD-130:3|PROD-413:3
user283@example.com,CANCELLED,2024-02-23T16:00,PROD-698:2
user342@example.com,PAID,2023-05-25T11:00,PROD-523:1|PROD-521:3|PROD-652:2|PROD-903:3
user407@example.com,NEW,2023-03-09T14:00,PROD-250:3
user482@example.com,PAID,2023-08-24T14:00,PROD-154:2
user491@example.com,PAID,2023-06-20T21:00,PROD-560:2|PROD-729:3|PROD-973:3
user151@example.com,PAID,2024-05-25T13:00,PROD-769:2|PROD-520:3
user465@example.com,NEW,2024-11-15T16:00,PROD-787:3|PROD-411:3|PROD-814:2|PROD-169:3
user426@example.com,PAID,2023-08-06T19:00,PROD-444:2
user85@example.com,PAID,2024-10-30T13:00,PROD-318:2|PROD-38:1|PROD-940:1|PROD-263:3
user456@example.com,PAID,2024-01-18T13:00,PROD-391:1|PROD-3:2|PROD-985:2|PROD-536:3
user197@example.com,PAID,2023-10-04T15:00,PROD-384:3|PROD-96:2|PROD-113:1|PROD-508:2
user212@example.com,NEW,2023-03-07T21:00,PROD-552:1|PROD-18:2|PROD-164:1
user248@example.com,NEW,2023-10-14T13:00,PROD-202:1|PROD-844:1|PROD-257:3|PROD-355:1
user162@example.com,PAID,2024-02-27T14:00,PROD-488:2|PROD-197:2|PROD-531:3|PROD-563:1
user416@example.com,PAID,2024-08-23T10:00,PROD-393:3|PROD-848:2|PROD-25:3
user274@example.com,CANCELLED,2024-02-17T18:00,PROD-575:1|PROD-783:1|PROD-29:3|PROD-690:2
user346@example.com,PAID,2023-01-15T20:00,PROD-321:1|PROD-785:2
user45@example.com,PAID,2024-03-17T17:00,PROD-233:2|PROD-496:2
user345@example.com,CANCELLED,2023-09-02T13:00,PROD-89:2|PROD-733:3|PROD-981:2|PROD-879:2
user435@example.com,PAID,2023-06-15T10:00,PROD-911:3|PROD-29:3|PROD-643:3
user192@example.com,PAID,2024-06-24T20:00,PROD-150:3
user76@example.com,PAID,2024-08-13T10:00,PROD-534:1|PROD-594:2|PROD-854:2|PROD-704:3
user449@example.com,NEW,2023-11-22T16:00,PROD-215:2|PROD-962:3|PROD-156:3
user376@example.com,PAID,2023-10-22T19:00,PROD-847:1|PROD-381:3|PROD-111:3|PROD-439:2
user326@example.com,PAID,2024-06-20T16:00,PROD-431:2|PROD-331:3|PROD-712:2
user228@example.com,PAID,2023-02-08T13:00,PROD-948:3|PROD-949:1|PROD-143:2
user38@example.com,PAID,2023-04-05T17:00,PROD-383:2|PROD-90:2|PROD-42:3
user486@example.com,PAID,2023-08-30T15:00,PROD-881:2
user62@example.com,PAID,2023-04-21T20:00,PROD-449:2
user298@example.com,NEW,2024-06-07T12:00,PROD-782:1|PROD-117:2
user192@example.com,CANCELLED,2024-10-01T14:00,PROD-773:3|PROD-864:1|PROD-901:3
user302@example.com,PAID,2023-03-01T20:00,PROD-961:3|PROD-440:3
user339@example.com,PAID,2024-08-04T14:00,PROD-128:1|PROD-356:2
user316@example.com,PAID,2024-04-17T18:00,PROD-454:3|PROD-910:1
user94@example.com,NEW,2023-12-25T21:00,PROD-671:2|PROD-181:3
user201@example.com,PAID,2024-07-24T18:00,PROD-765:3
user194@example.com,CANCELLED,2023-10-17T16:00,PROD-942:2|PROD-936:2|PROD-815:1
user477@example.com,NEW,2024-09-28T14:00,PROD-482:3|PROD-546:1|PROD-477:1
user284@example.com,PAID,2024-12-05T18:00,PROD-297:3|PROD-334:3|PROD-732:1
user120@example.com,PAID,2023-04-11T13:00,PROD-429:3|PROD-654:1|PROD-753:2
user316@example.com,PAID,2024-03-05T13:00,PROD-243:3|PROD-649:2|PROD-125:3|PROD-153:2
user269@example.com,PAID,2024-04-07T13:00,PROD-295:1|PROD-966:3|PROD-613:3
user272@example.com,CANCELLED,2024-09-18T11:00,PROD-316:2|PROD-590:1|PROD-90:2|PROD-205:2
user171@example.com,PAID,2023-09-21T20:00,PROD-884:3
user108@example.com,PAID,2023-06-14T17:00,PROD-128:1|PROD-922:1
user171@example.com,PAID,2024-04-20T13:00,PROD-17:3|PROD-573:1
user395@example.com,NEW,2023-05-10T21:00,PROD-678:1
user159@example.com,PAID,2023-06-19T15:00,PROD-815:3|PROD-601:1
user262@example.com,PAID,2023-06-16T18:00,PROD-497:2|PROD-201:3|PROD-857:3|PROD-794:2
user373@example.com,PAID,2023-08-05T19:00,PROD-886:1|PROD-597:2
user85@example.com,NEW,2023-04-25T12:00,PROD-715:1|PROD-444:3
user463@example.com,PAID,2024-10-23T21:00,PROD-774:1|PROD-130:2
user252@example.com,PAID,2024-02-13T20:00,PROD-686:3
user185@example.com,NEW,2024-08-25T11:00,PROD-893:2|PROD-677:3
user120@example.com,PAID,2024-05-26T16:00,PROD-904:1|PROD-821:3
user375@example.com,CANCELLED,2024-02-07T19:00,PROD-529:2|PROD-253:1|PROD-890:3
user204@example.com,PAID,2023-06-12T10:00,PROD-446:1
user101@example.com,PAID,2023-02-18T15:00,PROD-667:1
user197@example.com,PAID,2023-10-18T10:00,PROD-759:2|PROD-915:2
user270@example.com,PAID,2023-09-05T18:00,PROD-14:2
user341@example.com,PAID,2023-10-21T10:00,PROD-366:3|PROD-427:2|PROD-205:3|PROD-886:1
user186@example.com,PAID,2023-11-09T15:00,PROD-360:2|PROD-824:1|PROD-200:2|PROD-857:3
user24@example.com,PAID,2024-06-19T13:00,PROD-430:3|PROD-58:3|PROD-8:3
user361@example.com,NEW,2024-12-08T19:00,PROD-436:2|PROD-28:1
user180@example.com,PAID,2023-07-21T15:00,PROD-844:1|PROD-218:1
user398@example.com,CANCELLED,2023-12-22T11:00,PROD-625:1|PROD-666:2|PROD-790:2|PROD-387:2
user119@example.com,CANCELLED,2024-10-14T12:00,PROD-712:2|PROD-48:1|PROD-978:3
user162@example.com,NEW,2024-10-30T18:00,PROD-7:1
user53@example.com,PAID,2023-06-29T16:00,PROD-688:3|PROD-868:2
user337@example.com,NEW,2024-01-21T12:00,PROD-233:1|PROD-408:3
user344@example.com,PAID,2023-07-13T21:00,PROD-304:1|PROD-121:3|PROD-25:1
user481@example.com,NEW,2023-08-02T11:00,PROD-817:3
user282@example.com,NEW,2023-11-09T19:00,PROD-723:2|PROD-540:2
user490@example.com,PAID,2024-02-12T17:00,PROD-455:1|PROD-513:1|PROD-110:2|PROD-258:3
user75@example.com,PAID,2024-04-30T19:00,PROD-272:2|PROD-79:2|PROD-288:3
user205@example.com,NEW,2023-08-30T12:00,PROD-143:2
user499@example.com,NEW,2024-12-18T15:00,PROD-665:3|PROD-739:3
user125@example.com,PAID,2024-01-15T19:00,PROD-425:2|PROD-632:3|PROD-52:3
user355@example.com,CANCELLED,2024-05-07T17:00,PROD-409:2|PROD-10:2|PROD-48:1
user486@example.com,PAID,2024-07-18T17:00,PROD-228:2
user344@example.com,PAID,2024-02-15T11:00,PROD-554:3|PROD-901:1
user254@example.com,PAID,2024-12-29T14:00,PROD-831:3
user297@example.com,PAID,2023-11-01T17:00,PROD-987:3
user116@example.com,PAID,2024-08-15T20:00,PROD-780:2|PROD-745:2
user302@example.com,PAID,2024-11-25T16:00,PROD-395:2
user131@example.com,CANCELLED,2023-02-11T18:00,PROD-68:2
user130@example.com,NEW,2024-03-16T10:00,PROD-897:2|PROD-856:1|PROD-169:2
user428@example.com,PAID,2024-12-15T16:00,PROD-467:3
user32@example.com,PAID,2024-11-04T14:00,PROD-802:1|PROD-548:2|PROD-696:1|PROD-813:2
user294@example.com,PAID,2023-08-30T11:00,PROD-253:1|PROD-235:2|PROD-544:1|PROD-84:2
user108@example.com,NEW,2024-09-14T19:00,PROD-686:3
user461@example.com,PAID,2024-02-07T10:00,PROD-537:1|PROD-422:1|PROD-258:2|PROD-913:3
user120@example.com,PAID,2023-10-04T17:00,PROD-179:1|PROD-769:2|PROD-493:2|PROD-250:2
user65@example.com,PAID,2024-11-05T17:00,PROD-32:1|PROD-394:3|PROD-712:2
user32@example.com,PAID,2024-12-03T20:00,PROD-654:1|PROD-95:1|PROD-239:1
user62@example.com,PAID,2023-06-16T13:00,PROD-960:1|PROD-399:3|PROD-92:3|PROD-931:2
user427@example.com,NEW,2023-05-01T16:00,PROD-381:2|PROD-255:1|PROD-219:1|PROD-626:1
user176@example.com,CANCELLED,2023-05-03T20:00,PROD-525:3
user331@example.com,CANCELLED,2023-11-02T21:00,PROD-829:2
user86@example.com,CANCELLED,2024-03-05T20:00,PROD-903:1|PROD-582:3
user179@example.com,PAID,2024-07-06T18:00,PROD-300:1|PROD-50:1|PROD-236:1|PROD-295:2
user256@example.com,PAID,2023-02-21T15:00,PROD-518:3
user450@example.com,PAID,2023-07-23T11:00,PROD-718:2
user275@example.com,PAID,2024-09-28T16:00,PROD-175:3|PROD-546:1|PROD-928:2|PROD-39:3
user17@example.com,NEW,2024-07-28T17:00,PROD-230:2|PROD-846:2|PROD-906:1|PROD-954:2
user333@example.com,PAID,2024-10-07T13:00,PROD-688:3
user356@example.com,PAID,2023-03-17T20:00,PROD-144:1|PROD-417:2|PROD-925:1|PROD-318:1
user459@example.com,PAID,2024-05-27T14:00,PROD-556:2|PROD-329:3|PROD-864:1|PROD-138:2
user487@example.com,PAID,2023-12-09T21:00,PROD-54:1|PROD-722:2
user257@example.com,PAID,2024-11-05T13:00,PROD-12:3|PROD-256:1|PROD-30:1
user364@example.com,CANCELLED,2023-03-05T11:00,PROD-991:3|PROD-297:3|PROD-43:1
user144@example.com,CANCELLED,2023-09-29T14:00,PROD-691:3|PROD-211:1
user389@example.com,CANCELLED,2023-01-20T15:00,PROD-355:1|PROD-578:3|PROD-791:2
user368@example.com,PAID,2023-09-11T15:00,PROD-405:2|PROD-8:1|PROD-829:1|PROD-484:2
user144@example.com,NEW,2023-01-13T17:00,PROD-516:1|PROD-451:3|PROD-792:3|PROD-280:3
user410@example.com,NEW,2023-03-18T10:00,PROD-304:2|PROD-609:3
user270@example.com,CANCELLED,2023-04-09T13:00,PROD-41:1|PROD-646:3|PROD-659:2|PROD-75:1
user445@example.com,PAID,2024-12-27T21:00,PROD-532:2|PROD-285:2
user181@example.com,PAID,2023-10-14T16:00,PROD-900:3
user111@example.com,PAID,2024-10-20T14:00,PROD-158:1
user231@example.com,PAID,2024-05-22T11:00,PROD-769:3|PROD-603:3
user321@example.com,CANCELLED,2023-03-13T21:00,PROD-24:3
user135@example.com,PAID,2023-12-18T13:00,PROD-560:3|PROD-277:1|PROD-205:1
user473@example.com,PAID,2023-02-04T20:00,PROD-107:2|PROD-828:2
user148@example.com,NEW,2023-11-10T18:00,PROD-489:2|PROD-630:2
user262@example.com,PAID,2024-08-05T19:00,PROD-118:1|PROD-559:1|PROD-901:3
user62@example.com,PAID,2024-08-31T13:00,PROD-826:2|PROD-117:2|PROD-27:1|PROD-730:3
user290@example.com,PAID,2023-03-20T20:00,PROD-894:2|PROD-424:3
user255@example.com,PAID,2024-01-27T15:00,PROD-1:2|PROD-342:1|PROD-653:3
user164@example.com,CANCELLED,2023-01-26T21:00,PROD-242:1
user296@example.com,CANCELLED,2023-10-10T21:00,PROD-971:1
user384@example.com,CANCELLED,2023-09-02T20:00,PROD-573:3
user2@example.com,PAID,2024-12-08T14:00,PROD-386:3|PROD-952:2|PROD-709:3|PROD-838:1
user32@example.com,NEW,2024-05-29T18:00,PROD-69:3|PROD-207:1|PROD-944:3|PROD-589:2
user20@example.com,PAID,2024-08-15T13:00,PROD-979:2|PROD-455:2|PROD-433:3|PROD-589:3
user312@example.com,PAID,2023-08-24T19:00,PROD-917:1|PROD-244:3
user49@example.com,PAID,2023-11-14T15:00,PROD-591:2|PROD-217:3
user487@example.com,PAID,2023-07-25T15:00,PROD-885:2
user383@example.com,PAID,2024-07-28T18:00,PROD-158:3|PROD-51:3|PROD-808:3|PROD-142:1
user372@example.com,PAID,2024-10-08T20:00,PROD-669:3
user248@example.com,PAID,2024-07-12T18:00,PROD-609:2|PROD-615:3|PROD-76:3
user270@example.com,PAID,2024-11-01T18:00,PROD-224:3|PROD-575:2|PROD-198:1
user424@example.com,PAID,2024-03-26T10:00,PROD-705:1|PROD-785:2|PROD-185:3
user69@example.com,NEW,2023-06-21T10:00,PROD-330:3|PROD-231:2|PROD-471:1
user483@example.com,NEW,2024-10-01T12:00,PROD-750:3|PROD-539:1|PROD-904:3|PROD-779:2
user438@example.com,PAID,2024-03-14T17:00,PROD-832:2
user294@example.com,PAID,2024-05-31T18:00,PROD-135:3|PROD-714:1|PROD-299:2
user141@example.com,PAID,2024-01-13T14:00,PROD-125:1|PROD-233:1|PROD-834:3
user250@example.com,CANCELLED,2024-06-22T19:00,PROD-806:3|PROD-733:2|PROD-425:2
user221@example.com,PAID,2023-06-06T20:00,PROD-375:3|PROD-888:3|PROD-611:3|PROD-347:1
user96@example.com,NEW,2024-07-21T17:00,PROD-14:3|PROD-701:1|PROD-614:3|PROD-938:2
user403@example.com,CANCELLED,2024-08-25T13:00,PROD-156:1|PROD-322:3
user478@example.com,CANCELLED,2024-06-17T17:00,PROD-432:2|PROD-200:2|PROD-60:3
user301@example.com,PAID,2023-11-17T21:00,PROD-889:3|PROD-189:1|PROD-807:2|PROD-917:1
user115@example.com,PAID,2024-06-15T20:00,PROD-968:2
user108@example.com,PAID,2024-11-20T10:00,PROD-151:2|PROD-433:3|PROD-249:2
user382@example.com,CANCELLED,2023-09-21T17:00,PROD-804:3|PROD-606:2|PROD-454:3
user429@example.com,PAID,2024-12-06T17:00,PROD-556:1|PROD-240:3
user287@example.com,PAID,2023-11-20T18:00,PROD-315:3|PROD-164:1|PROD-158:3
user72@example.com,CANCELLED,2024-05-21T11:00,PROD-430:2|PROD-171:3|PROD-655:3|PROD-453:1
user386@example.com,NEW,2024-03-03T12:00,PROD-838:3|PROD-990:1
user32@example.com,PAID,2023-05-01T11:00,PROD-3:2
user481@example.com,CANCELLED,2023-12-27T21:00,PROD-391:2|PROD-604:3
user122@example.com,PAID,2024-03-08T13:00,PROD-852:1|PROD-60:2
user490@example.com,PAID,2023-05-20T20:00,PROD-860:3
user428@example.com,PAID,2024-05-05T20:00,PROD-944:2|PROD-40:2|PROD-708:1
user192@example.com,PAID,2023-04-28T14:00,PROD-1000:1|PROD-992:2
user406@example.com,CANCELLED,2023-07-11T10:00,PROD-172:1|PROD-258:2
user203@example.com,PAID,2024-04-02T17:00,PROD-227:3|PROD-23:2
user100@example.com,NEW,2023-01-31T21:00,PROD-802:1|PROD-361:2|PROD-338:1
user369@example.com,CANCELLED,2024-10-09T21:00,PROD-936:2|PROD-902:2
user23@example.com,PAID,2024-10-10T17:00,PROD-804:2|PROD-155:1|PROD-249:2|PROD-643:1
user303@example.com,PAID,2023-01-22T11:00,PROD-104:2|PROD-152:2
user243@example.com,PAID,2024-04-29T14:00,PROD-551:2|PROD-337:1|PROD-869:2
user200@example.com,PAID,2024-07-13T10:00,PROD-320:2|PROD-854:2|PROD-148:3
user320@example.com,CANCELLED,2023-03-16T21:00,PROD-892:3|PROD-255:1|PROD-219:1|PROD-87:2
user133@example.com,PAID,2023-10-28T20:00,PROD-62:1|PROD-842:2|PROD-905:1|PROD-641:1
user171@example.com,NEW,2024-07-19T20:00,PROD-284:1|PROD-377:3
user296@example.com,PAID,2024-05-06T12:00,PROD-638:2|PROD-131:1|PROD-574:2|PROD-557:3
user248@example.com,PAID,2024-11-26T15:00,PROD-706:1
user346@example.com,PAID,2023-04-07T20:00,PROD-254:3|PROD-486:2|PROD-991:1|PROD-903:2
user305@example.com,PAID,2023-02-18T19:00,PROD-866:1|PROD-720:1|PROD-420:2
user247@example.com,PAID,2023-02-07T11:00,PROD-561:1
user290@example.com,PAID,2024-03-11T18:00,PROD-238:3|PROD-517:1
user50@example.com,PAID,2024-12-20T12:00,PROD-858:2|PROD-71:2
user463@example.com,PAID,2024-12-15T13:00,PROD-355:2|PROD-22:2
user134@example.com,NEW,2023-06-22T19:00,PROD-996:2|PROD-991:2|PROD-858:2
user338@example.com,CANCELLED,2023-08-23T11:00,PROD-215:3|PROD-509:2|PROD-972:2
user2@example.com,PAID,2023-02-22T16:00,PROD-65:1|PROD-638:2|PROD-313:3|PROD-277:3
user110@example.com,PAID,2024-06-25T18:00,PROD-517:3|PROD-432:1|PROD-287:2|PROD-93:2
user94@example.com,NEW,2023-03-23T11:00,PROD-181:1|PROD-490:1|PROD-228:3|PROD-246:3
user262@example.com,PAID,2024-11-26T18:00,PROD-548:3|PROD-987:2|PROD-565:2|PROD-974:2
user147@example.com,NEW,2024-03-21T18:00,PROD-89:3|PROD-216:2
user343@example.com,PAID,2024-12-19T17:00,PROD-658:3|PROD-404:1|PROD-755:3
user229@example.com,PAID,2023-05-26T21:00,PROD-98:2
user197@example.com,PAID,2023-12-14T16:00,PROD-685:1
user421@example.com,NEW,2024-12-07T19:00,PROD-99:1|PROD-585:2|PROD-581:2
user131@example.com,CANCELLED,2023-10-21T12:00,PROD-729:1
user106@example.com,PAID,2023-07-29T12:00,PROD-60:1
user416@example.com,CANCELLED,2024-01-20T12:00,PROD-342:1|PROD-143:3|PROD-686:2
user342@example.com,PAID,2024-01-02T21:00,PROD-785:2
user306@example.com,CANCELLED,2024-02-29T16:00,PROD-494:1|PROD-272:2|PROD-347:2|PROD-727:2
user10@example.com,CANCELLED,2024-03-10T13:00,PROD-532:1|PROD-341:3|PROD-209:3
user64@example.com,CANCELLED,2024-03-31T10:00,PROD-858:2
user148@example.com,PAID,2024-08-17T21:00,PROD-297:3
user134@example.com,PAID,2024-11-12T19:00,PROD-54:2|PROD-45:1|PROD-493:2
user134@example.com,CANCELLED,2024-03-27T19:00,PROD-105:3|PROD-662:3|PROD-119:1|PROD-272:1
user255@example.com,CANCELLED,2023-06-11T12:00,PROD-188:2
user382@example.com,PAID,2023-07-01T11:00,PROD-913:3|PROD-653:1|PROD-718:1
user450@example.com,NEW,2023-12-04T10:00,PROD-414:2|PROD-100:2
user60@example.com,CANCELLED,2024-03-13T12:00,PROD-265:3
user95@example.com,PAID,2023-07-22T20:00,PROD-944:2
user210@example.com,NEW,2024-01-28T17:00,PROD-664:3|PROD-947:1|PROD-905:1|PROD-121:3
user248@example.com,CANCELLED,2023-08-26T19:00,PROD-639:1
user314@example.com,CANCELLED,2023-04-23T16:00,PROD-500:2|PROD-794:2
user116@example.com,PAID,2023-05-21T10:00,PROD-862:2|PROD-111:1|PROD-679:3
user366@example.com,PAID,2024-11-13T16:00,PROD-874:3|PROD-79:2
user137@example.com,PAID,2024-08-10T12:00,PROD-600:3
user161@example.com,PAID,2023-02-17T15:00,PROD-543:3|PROD-92:3|PROD-633:2|PROD-877:1
user395@example.com,PAID,2024-03-14T14:00,PROD-542:1|PROD-541:2|PROD-955:3|PROD-988:3
user118@example.com,PAID,2024-01-05T17:00,PROD-985:3
user203@example.com,NEW,2023-08-29T14:00,PROD-985:2|PROD-536:3|PROD-271:3|PROD-58:1
user64@example.com,PAID,2024-11-05T13:00,PROD-122:1
user492@example.com,PAID,2023-06-19T13:00,PROD-918:1|PROD-808:1
user481@example.com,PAID,2024-11-20T17:00,PROD-559:3|PROD-613:2
user348@example.com,PAID,2023-10-27T14:00,PROD-368:3|PROD-101:2|PROD-312:3|PROD-772:2
user5@example.com,PAID,2024-04-15T16:00,PROD-922:3|PROD-7:3|PROD-286:3|PROD-908:2
user484@example.com,NEW,2024-10-04T18:00,PROD-853:3|PROD-199:2|PROD-106:2|PROD-172:2
user386@example.com,PAID,2023-03-09T18:00,PROD-648:3
user290@example.com,PAID,2024-11-25T11:00,PROD-497:3|PROD-289:2|PROD-78:2|PROD-588:2
user100@example.com,PAID,2023-02-18T20:00,PROD-777:3|PROD-241:3
user288@example.com,PAID,2024-10-17T18:00,PROD-257:1|PROD-775:1|PROD-527:1|PROD-152:2
user292@example.com,CANCELLED,2024-10-06T10:00,PROD-202:2|PROD-912:1|PROD-713:3|PROD-461:2
user304@example.com,PAID,2023-12-08T17:00,PROD-783:2|PROD-996:1|PROD-571:2
user315@example.com,PAID,2023-12-10T11:00,PROD-241:2|PROD-389:3|PROD-823:1|PROD-506:1
user354@example.com,CANCELLED,2024-11-23T13:00,PROD-359:2
user215@example.com,PAID,2024-11-24T13:00,PROD-359:3|PROD-208:1|PROD-719:2|PROD-229:1
user218@example.com,PAID,2023-04-12T10:00,PROD-415:3
user137@example.com,NEW,2023-09-02T11:00,PROD-750:2|PROD-670:1|PROD-191:3|PROD-43:3
user361@example.com,PAID,2023-04-22T14:00,PROD-326:1|PROD-836:2|PROD-28:2|PROD-282:3
user479@example.com,PAID,2023-12-12T21:00,PROD-173:3|PROD-65:2
user88@example.com,PAID,2023-03-09T14:00,PROD-14:3|PROD-284:3|PROD-46:1
user156@example.com,NEW,2024-05-14T17:00,PROD-536:2
user252@example.com,NEW,2024-01-04T15:00,PROD-601:1|PROD-702:2|PROD-567:1
user180@example.com,CANCELLED,2024-02-20T12:00,PROD-402:2
user146@example.com,NEW,2024-11-11T18:00,PROD-585:3|PROD-937:1|PROD-948:1|PROD-151:1
user52@example.com,CANCELLED,2023-04-06T10:00,PROD-593:1
user413@example.com,PAID,2023-06-11T17:00,PROD-862:1|PROD-397:3|PROD-349:1|PROD-339:1
user93@example.com,PAID,2023-05-12T14:00,PROD-953:1|PROD-51:3|PROD-223:3|PROD-808:1
user350@example.com,NEW,2024-04-16T16:00,PROD-559:1|PROD-701:3|PROD-902:1
user67@example.com,PAID,2024-03-31T21:00,PROD-343:1|PROD-912:1
user89@example.com,PAID,2023-09-08T13:00,PROD-910:2|PROD-440:3|PROD-3:1|PROD-730:3
user259@example.com,CANCELLED,2024-11-22T13:00,PROD-102:1|PROD-57:3
user142@example.com,CANCELLED,2024-06-06T21:00,PROD-202:2
user132@example.com,PAID,2024-07-24T18:00,PROD-628:2|PROD-950:1|PROD-799:1
user493@example.com,PAID,2024-11-28T11:00,PROD-727:2
user20@example.com,PAID,2023-08-17T20:00,PROD-360:2|PROD-853:3|PROD-937:2
user436@example.com,PAID,2024-05-05T12:00,PROD-52:2
user436@example.com,CANCELLED,2023-09-10T21:00,PROD-229:1|PROD-510:3|PROD-837:3|PROD-419:2
user173@example.com,PAID,2024-02-10T11:00,PROD-894:2
user495@example.com,PAID,2024-05-21T12:00,PROD-101:2|PROD-858:2|PROD-371:3
user109@example.com,NEW,2023-01-30T15:00,PROD-761:1|PROD-103:1
user461@example.com,NEW,2024-04-01T13:00,PROD-33:3|PROD-973:2|PROD-830:2|PROD-611:2
user137@example.com,CANCELLED,2023-07-27T18:00,PROD-292:1|PROD-395:1
user281@example.com,NEW,2024-11-13T19:00,PROD-540:2|PROD-669:3|PROD-954:1
user124@example.com,PAID,2024-01-02T16:00,PROD-111:2
user251@example.com,PAID,2023-07-15T21:00,PROD-918:2|PROD-403:1|PROD-685:3
user261@example.com,PAID,2023-01-05T14:00,PROD-911:1|PROD-441:1
user442@example.com,PAID,2023-07-23T10:00,PROD-45:2|PROD-240:2|PROD-240:1|PROD-391:2
user123@example.com,PAID,2023-01-06T14:00,PROD-749:1|PROD-65:3|PROD-459:3
user335@example.com,PAID,2024-05-06T18:00,PROD-214:3|PROD-64:2|PROD-163:1|PROD-532:1
user115@example.com,PAID,2023-11-05T18:00,PROD-279:2|PROD-891:1|PROD-993:2|PROD-207:1
user93@example.com,PAID,2023-10-17T13:00,PROD-1000:3
user244@example.com,PAID,2024-10-21T15:00,PROD-796:2|PROD-163:1
user362@example.com,NEW,2024-01-10T13:00,PROD-305:3
user464@example.com,PAID,2024-11-10T13:00,PROD-196:3|PROD-901:1|PROD-981:1|PROD-271:1
user145@example.com,PAID,2024-02-19T19:00,PROD-767:3
user233@example.com,PAID,2023-01-11T13:00,PROD-875:2|PROD-110:1
user418@example.com,PAID,2023-06-28T13:00,PROD-489:1|PROD-853:3|PROD-914:1|PROD-516:3
user96@example.com,PAID,2023-07-16T15:00,PROD-508:2|PROD-609:2|PROD-268:1|PROD-417:1
user116@example.com,PAID,2024-02-13T12:00,PROD-194:3
user474@example.com,PAID,2023-06-29T10:00,PROD-880:3|PROD-604:1
user301@example.com,PAID,2024-01-21T14:00,PROD-650:1|PROD-531:1
user400@example.com,PAID,2024-01-21T13:00,PROD-22:1|PROD-237:2
user436@example.com,NEW,2024-05-20T19:00,PROD-749:3|PROD-679:3
user2@example.com,PAID,2024-10-15T13:00,PROD-431:3|PROD-136:1
user411@example.com,PAID,2024-01-04T14:00,PROD-547:1|PROD-587:2|PROD-324:2|PROD-132:2
user46@example.com,PAID,2023-03-27T18:00,PROD-798:2|PROD-95:3
user316@example.com,NEW,2024-04-17T16:00,PROD-464:3|PROD-216:2|PROD-365:1|PROD-920:3
user395@example.com,NEW,2023-01-01T13:00,PROD-91:3
user152@example.com,NEW,2024-03-28T11:00,PROD-403:2|PROD-128:3
user423@example.com,CANCELLED,2023-03-27T16:00,PROD-313:1|PROD-508:3
user131@example.com,PAID,2023-04-07T16:00,PROD-472:3|PROD-198:2|PROD-11:1
user148@example.com,NEW,2023-03-06T11:00,PROD-994:3|PROD-994:3|PROD-598:1|PROD-302:1
user268@example.com,PAID,2023-01-18T11:00,PROD-307:2
user159@example.com,PAID,2023-06-29T13:00,PROD-95:2|PROD-38:3|PROD-444:1
user207@example.com,PAID,2024-06-11T14:00,PROD-600:3
user410@example.com,PAID,2024-05-12T16:00,PROD-365:3|PROD-770:3
user235@example.com,PAID,2023-11-25T10:00,PROD-275:3|PROD-331:1
user445@example.com,PAID,2024-11-28T14:00,PROD-428:2|PROD-277:3
user7@example.com,PAID,2024-12-03T18:00,PROD-807:1
